key,fname,mname,lname,generation,dob,dod,gender,addr1,city,country,postcode,phone,email,website,ssn,ssn_last4,drlic,passport,gov_id,employ,address,income,debtinc,creddebt,othdebt,pending,default
"REF00000216","Brandon","Douglas","Barnes","","1989-01-26",,"M","56 Fir Close","ABWQ City","United States","AB 6680","0 3013","b.barnes@www.nssiaoyt.net","www.nssiaoyt.net",267394,7394,723869,226474,839607,6.000000,5.000000,47.000000,6.700000,1.300537,1.848463,"F","Repaid"
"REF00000217","Sharon","Donna","Adams","","1934-10-05",1976-08-04,"F","50 Humber Road","PZYVille","United States","PZ 8629","0 2476","","",101983,1983,161897,778370,749747,2.000000,11.000000,35.000000,10.200000,1.349460,2.220540,"F","Repaid"
"REF00000218","Christina","Sara","Thomas","","1958-04-04",1998-06-04,"F","3 Aadrvark Drive","ABWQ City","United States","AB 8049","0 1143","","",187545,7545,553852,674356,284457,2.000000,9.000000,145.000000,12.200000,3.237270,14.452730,"F","Repaid"
"REF00000219","Albert","Jesse","Patterson","","1978-10-14",,"M","34 Barn Drive","HWAZ Rapids","United States","HW 8342","0 5736","albert_patterson@www.mapqdhoy.com","www.mapqdhoy.com",218502,8502,513942,615605,376961,8.000000,4.000000,30.000000,4.000000,0.447600,0.752400,"F","Default"
"REF00000220","Samuel","Mark","Thompson","","1969-10-18",,"M","34 Loop Crescent","HWAZ Rapids","United States","HW 1722","0 9372","samuel_thompson@www.eeoazpjrk.org","www.eeoazpjrk.org",424953,4953,701841,600205,581749,18.000000,18.000000,70.000000,8.000000,1.618400,3.981600,"F","Default"
"REF00000221","Kenneth","Steven","Martin","Jr","1965-08-27",,"M","61 Dane Road","QXYTown","United States","QX 8309","0 3368","kenneth_martin@www.smpqdtdy.com","www.smpqdtdy.com",833424,3424,200470,960584,620278,21.000000,14.000000,24.000000,2.400000,0.107136,0.468864,"F","Repaid"
"REF00000222","Steven","Philip","Smith","","1992-06-25",,"M","39 Antelope Avenue","QXYTown","United States","QX 6040","0 6351","s.smith@www.xroazpvlb.org","www.xroazpvlb.org",755111,5111,470460,197194,283259,12.000000,9.000000,19.000000,10.800000,0.849528,1.202472,"F","Repaid"
"REF00000223","Ralph","Paul","Morris","","1965-06-16",,"M","6 Fir Road","QXYTown","United States","QX 8012","0 4903","ralph_morris@www.nfqyzsru.net","www.nfqyzsru.net",206776,6776,404127,688791,765149,8.000000,6.000000,113.000000,12.000000,3.376440,10.183560,"F","Repaid"
"REF00000224","Lois","Stephanie","Moore","III","1978-05-06",,"F","48 Hillcrest Road","UWNZ Falls","United States","UW 6899","0 1045","l.moore@www.tpyhkiig.com","www.tpyhkiig.com",924883,4883,562406,330230,293364,7.000000,2.000000,70.000000,19.900000,3.176040,10.753960,"F","Default"
"REF00000225","Randy","Jerry","Garcia","","1949-02-02",1991-07-16,"M","27 Ridge Road","YAZC City","United States","YA 6955","0 3416","","",758355,8355,143646,200971,908719,20.000000,15.000000,60.000000,20.400000,4.039200,8.200800,"F","Default"
"REF00000226","Alan","Phillip","Griffin","Sr","1928-03-15",1950-06-20,"M","16 Adderly Close","QXYTown","United States","QX 1780","0 8009","","",297006,7006,266242,866608,855475,3.000000,5.000000,17.000000,7.900000,0.302175,1.040825,"F","Repaid"
"REF00000227","Henry","Thomas","Wilson","","1947-09-04",1993-07-21,"M","77 Chad Crescent","QXYTown","United States","QX 3503","0 1835","","",499415,9415,957801,342642,487061,7.000000,17.000000,44.000000,18.100000,3.703260,4.260740,"F","Repaid"
"REF00000228","Emily","Frances","Wood","","1958-07-24",1998-10-25,"F","94 Fir Avenue","QXYTown","United States","QX 5346","0 5318","","",155936,5936,585951,900366,167653,3.000000,2.000000,75.000000,1.900000,0.884925,0.540075,"F","Repaid"
"REF00000229","Anthony","Raymond","James","","1959-02-06",2001-11-18,"M","91 Juniper Road","ANEZ City","United States","AN 3527","0 8768","anthony_james@www.mkkzzcoo.com","www.mkkzzcoo.com",658187,8187,207183,829713,757437,1.000000,0.000000,20.000000,5.600000,0.207200,0.912800,"F","Repaid"
"REF00000230","Judy","Jessica","Foster","","1967-07-15",,"F","70 Alpha Lane","QXYTown","United States","QX 8984","0 7522","judy_foster@www.nqopjwhg.com","www.nqopjwhg.com",227103,7103,359971,734549,554158,13.000000,18.000000,22.000000,14.400000,0.849024,2.318976,"F","Repaid"
"REF00000231","Jessica","Heather","Turner","Sr","1946-08-04",1995-07-08,"F","47 Zebra Avenue","PZYVille","United States","PZ 3422","0 1586","","",662745,2745,643225,450382,642927,12.000000,1.000000,60.000000,15.300000,1.606500,7.573500,"F","Repaid"
"REF00000232","Billy","Kenneth","Patterson","","1928-05-17",1974-02-23,"M","37 Wallsend Drive","HWAZ Rapids","United States","HW 8975","0 3097","","",836986,6986,348366,982024,688088,3.000000,15.000000,40.000000,8.000000,0.563200,2.636800,"F","Default"
"REF00000233","Julie","Lisa","Reed","","1969-07-17",,"F","22 Aadrvark Crescent","HWAZ Rapids","United States","HW 3975","0 2621","julie_reed@www.scopjzmd.net","www.scopjzmd.net",101572,1572,226677,312414,464443,17.000000,0.000000,38.000000,0.600000,0.029412,0.198588,"F","Repaid"
"REF00000234","Andrew","Harry","Bennett","","1989-07-23",,"M","12 Adderly Way","YAZC City","United States","YA 5729","0 2973","a.bennett@www.nnqyztst.org","www.nnqyztst.org",136407,6407,861868,544631,511808,3.000000,2.000000,33.000000,2.800000,0.103488,0.820512,"F","Repaid"
"REF00000235","Gary","James","Taylor","","1966-11-03",,"M","35 Juniper Close","LLKJVille","United States","LL 1234","0 5837","gary_taylor@www.spkzzwup.com","www.spkzzwup.com",101345,1345,563781,748416,491768,2.000000,8.000000,27.000000,0.900000,0.073872,0.169128,"F","Repaid"
"REF00000236","Beverly","Rose","Garcia","","1924-03-03",1968-08-10,"F","47 Hadden Avenue","QXYTown","United States","QX 4861","0 6951","","",741985,1985,119119,936036,745521,21.000000,17.000000,18.000000,6.500000,0.526500,0.643500,"F","Repaid"
"REF00000237","Paula","Sara","Simmons","","1979-12-11",,"F","62 Park Close","UWNZ Falls","United States","UW 5987","0 1820","paula_simmons@www.zryhkeiw.net","www.zryhkeiw.net",248559,8559,974239,623317,700521,1.000000,16.000000,28.000000,9.500000,0.226100,2.433900,"F","Repaid"
"REF00000238","Annie","Ruth","James","","1965-02-23",2010-10-09,"F","20 Lombard Road","ABWQ City","United States","AB 3971","0 9223","annie_james@www.ttuxqymu.net","www.ttuxqymu.net",569391,9391,456108,301213,936838,5.000000,4.000000,15.000000,9.100000,0.118755,1.246245,"F","Default"
"REF00000239","Juan","Howard","Kelly","","1995-03-17",,"M","36 Fir Drive","LLKJVille","United States","LL 6142","0 9066","j.kelly@www.kwuxqqmo.com","www.kwuxqqmo.com",151006,1006,807973,504085,682456,11.000000,9.000000,75.000000,3.500000,0.632625,1.992375,"F","Repaid"
"REF00000240","Joe","Donald","Hernandez","","1991-02-14",,"M","20 Adderly Court","LLKJVille","United States","LL 1939","0 6817","j.hernandez@www.fkqqxxvef.org","www.fkqqxxvef.org",412780,2780,670815,563454,644064,23.000000,19.000000,42.000000,19.900000,2.540832,5.817168,"F","Default"
"REF00000241","Eugene","Johnny","Washington","","1930-07-15",1975-12-14,"M","45 Fir Way","LLKJVille","United States","LL 4656","0 4073","","",132708,2708,617452,235965,773081,13.000000,11.000000,21.000000,18.300000,0.491904,3.351096,"F","Repaid"
"REF00000242","Craig","Scott","Jones","","1978-10-04",,"M","63 South Drive","UWNZ Falls","United States","UW 5659","0 7376","c.jones@www.gruxqeoo.org","www.gruxqeoo.org",781880,1880,482908,965533,746099,13.000000,0.000000,39.000000,9.500000,2.056275,1.648725,"F","Repaid"
"REF00000243","Teresa","Janice","Powell","","1956-01-12",1997-02-04,"F","60 Springburn Crescent","HWAZ Rapids","United States","HW 7439","0 2089","","",802676,2676,679555,561094,881834,1.000000,26.000000,32.000000,4.300000,0.433440,0.942560,"F","Repaid"
"REF00000244","Brenda","Sharon","Kelly","III","1969-04-27",2008-12-26,"F","69 Apple Court","YAZC City","United States","YA 5378","0 7012","brenda_kelly@www.wqkzzkdg.org","www.wqkzzkdg.org",845608,5608,895798,183050,964947,11.000000,12.000000,118.000000,14.400000,9.600480,7.391520,"F","Repaid"
"REF00000245","Jennifer","Margaret","Patterson","","1956-12-22",2003-05-13,"F","32 East Pine Close","YAZC City","United States","YA 8358","0 7199","j.patterson@www.viqqxxqaj.net","www.viqqxxqaj.net",978939,8939,170440,672275,139224,8.000000,27.000000,35.000000,13.300000,1.601320,3.053680,"F","Repaid"
"REF00000860","Judith","Diana","Wilson","","1975-04-17",,"F","62 Greeney Drive","UWNZ Falls","United States","UW 3289","0 2228","judith_wilson@www.rouxqnvc.net","www.rouxqnvc.net",931684,1684,921827,290375,729126,11.000000,1.000000,31.000000,23.700000,2.057160,5.289840,"F","Repaid"
"REF00000247","Sean","Antonio","Diaz","","1947-04-26",1992-02-23,"M","98 East Pine Close","QXYTown","United States","QX 3186","0 4293","","",763942,3942,304973,388322,846675,6.000000,24.000000,39.000000,1.800000,0.139698,0.562302,"F","Repaid"
"REF00000248","Carolyn","Helen","Long","","1941-06-20",1983-07-27,"F","10 Treehill Lane","LLKJVille","United States","LL 1612","0 2499","","",486092,6092,918551,575959,275834,8.000000,10.000000,25.000000,14.100000,1.177350,2.347650,"F","Repaid"
"REF00000249","Fred","Antonio","King","","1945-01-06",1989-08-23,"M","41 Acacia Lane","ABWQ City","United States","AB 6568","0 1805","","",860378,378,673659,795431,941560,4.000000,3.000000,40.000000,18.500000,1.213600,6.186400,"F","Repaid"
"REF00000250","Jesse","William","Howard","","1943-06-22",1987-05-15,"M","29 East Avenue","PZYVille","United States","PZ 4706","0 4934","","",352647,2647,345764,111116,492211,5.000000,3.000000,98.000000,13.300000,4.874716,8.159284,"F","Repaid"
"REF00000251","Stephanie","Cheryl","Mitchell","","1930-12-12",1978-04-23,"F","43 Astra Way","YAZC City","United States","YA 9948","0 7315","","",275279,5279,594043,959130,170249,15.000000,11.000000,144.000000,11.100000,3.324672,12.659328,"F","Repaid"
"REF00000252","Keith","Aaron","Campbell","","1942-06-14",,"M","88 Hadden Way","KSAATown","United States","KS 6956","0 4635","k.campbell@www.kkqqxxeef.net","www.kkqqxxeef.net",114339,4339,178355,256885,721544,6.000000,7.000000,52.000000,21.300000,2.713620,8.362380,"F","Default"
"REF00000253","James","Joseph","Morgan","Jr","1932-05-19",1976-09-13,"M","34 Acacia Crescent","LLKJVille","United States","LL 4011","0 9368","","",385789,5789,370336,988983,286320,4.000000,1.000000,105.000000,1.900000,1.418445,0.576555,"F","Repaid"
"REF00000254","Bruce","Raymond","Rivera","","1953-03-19",,"M","51 Carthouse Crescent","UWNZ Falls","United States","UW 6346","0 6932","b.rivera@www.kxqqxxbeg.net","www.kxqqxxbeg.net",278838,8838,391338,755250,794453,16.000000,10.000000,21.000000,7.900000,0.369957,1.289043,"F","Repaid"
"REF00000255","Catherine","Katherine","Perez","","1926-10-18",1974-10-10,"F","77 Astra Close","ABWQ City","United States","AB 6241","0 4957","","",806184,6184,821619,707580,898229,1.000000,3.000000,21.000000,9.000000,0.449820,1.440180,"F","Repaid"
"REF00000256","Phillip","Philip","Alexander","","1945-02-23",1987-09-07,"M","79 Antelope Court","HWAZ Rapids","United States","HW 5177","0 1114","","",559456,9456,995311,246158,888440,3.000000,11.000000,96.000000,7.800000,2.253888,5.234112,"F","Repaid"
"REF00000257","Brandon","Patrick","Murphy","","1927-01-15",,"M","45 Treehill Avenue","ABWQ City","United States","AB 4027","0 7483","brandon_murphy@www.afqqxxsch.org","www.afqqxxsch.org",195205,5205,978860,354208,724816,1.000000,6.000000,44.000000,4.500000,0.605880,1.374120,"F","Repaid"
"REF00000258","Anthony","Terry","Carter","","1939-12-02",1983-11-03,"M","79 Viking Way","ANEZ City","United States","AN 6382","0 5012","","",917155,7155,780358,794839,281587,10.000000,4.000000,39.000000,13.200000,1.142856,4.005144,"F","Repaid"
"REF00000259","Carl","Ralph","Johnson","","1968-11-14",,"M","34 Humber Close","HWAZ Rapids","United States","HW 5051","0 1655","c.johnson@www.ewsiackg.org","www.ewsiackg.org",922330,2330,704183,272232,512541,6.000000,9.000000,82.000000,4.400000,2.604976,1.003024,"F","Repaid"
"REF00000260","Ann","Christina","Young","","1991-07-15",,"F","17 Kepler Crescent","QXYTown","United States","QX 1259","0 3022","ann_young@www.uykzzljh.com","www.uykzzljh.com",163806,3806,120027,823286,762808,27.000000,7.000000,33.000000,9.500000,0.573705,2.561295,"F","Repaid"
"REF00000261","Raymond","James","Wright","","1959-05-07",2005-01-01,"M","58 East Pine Way","KSAATown","United States","KS 9164","0 7664","raymond_wright@www.ddkzzgmn.net","www.ddkzzgmn.net",969609,9609,254295,961574,281834,23.000000,1.000000,30.000000,24.500000,2.212350,5.137650,"F","Repaid"
"REF00000262","Diane","Jennifer","Hughes","","1995-10-16",,"F","45 East Road","KSAATown","United States","KS 6063","0 4888","diane_hughes@www.pulykwoe.net","www.pulykwoe.net",932615,2615,429657,154874,356118,5.000000,3.000000,78.000000,5.400000,2.156544,2.055456,"F","Repaid"
"REF00000263","Mildred","Barbara","Jenkins","","1970-07-26",,"F","6 Barn Avenue","HWAZ Rapids","United States","HW 2046","0 5899","mildred_jenkins@www.iluxqfyt.net","www.iluxqfyt.net",551269,1269,135421,302086,536388,4.000000,5.000000,18.000000,11.900000,0.400554,1.741446,"F","Repaid"
"REF00000264","Jane","Janice","Powell","","1929-06-16",1976-12-22,"F","77 South Avenue","QXYTown","United States","QX 2405","0 3236","","",562252,2252,805304,491325,668448,4.000000,7.000000,24.000000,19.200000,0.801792,3.806208,"F","Default"
"REF00000265","Clarence","Earl","Hill","","1945-05-20",1992-09-10,"M","30 Barn Way","YAZC City","United States","YA 5860","0 5970","","",966856,6856,678052,625222,743862,1.000000,0.000000,35.000000,5.000000,0.232750,1.517250,"F","Repaid"
"REF00000266","Marie","Ruby","Barnes","","1957-12-02",,"F","81 Humber Drive","HWAZ Rapids","United States","HW 5669","0 5161","marie_barnes@www.nbyhkxkq.org","www.nbyhkxkq.org",243261,3261,186228,368851,371857,8.000000,0.000000,22.000000,6.400000,0.630784,0.777216,"F","Repaid"
"REF00000267","Irene","Lillian","Thomas","","1932-09-02",,"F","84 Wallsend Avenue","ANEZ City","United States","AN 6227","0 3516","irene_thomas@www.xjpqdant.com","www.xjpqdant.com",503869,3869,115992,580715,380452,20.000000,8.000000,21.000000,7.200000,0.187488,1.324512,"F","Repaid"
"REF00000268","Russell","Bobby","Gonzales","","1957-12-06",2000-10-11,"M","42 Banburgh Road","LLKJVille","United States","LL 2971","0 8881","","",736855,6855,384754,900674,462988,9.000000,23.000000,59.000000,14.600000,3.109654,5.504346,"F","Default"
"REF00000269","Marie","Frances","Jones","","1964-12-26",2008-11-18,"F","65 South Drive","ANEZ City","United States","AN 4759","0 9354","marie_jones@www.lguxqgze.org","www.lguxqgze.org",680202,202,528707,809148,582699,5.000000,1.000000,16.000000,15.200000,0.870656,1.561344,"F","Repaid"
"REF00000270","Elizabeth","Barbara","Miller","","1942-09-26",1984-12-18,"F","27 Dane Close","YAZC City","United States","YA 7969","0 1249","","",932449,2449,287876,333701,720053,22.000000,15.000000,45.000000,3.700000,0.915750,0.749250,"F","Repaid"
"REF00000271","William","Kenneth","Edwards","","1986-09-26",,"M","65 West Avenue","KSAATown","United States","KS 8699","0 8390","w.edwards@www.gpqqxxgzt.org","www.gpqqxxgzt.org",479997,9997,476382,146086,354656,5.000000,7.000000,120.000000,7.600000,4.140480,4.979520,"F","Repaid"
"REF00000272","Jesse","Adam","Scott","","1991-01-22",,"M","23 Humber Lane","PWMSA City","United States","PW 5927","0 1632","j.scott@www.jboazpngr.com","www.jboazpngr.com",861087,1087,355165,512463,123154,7.000000,10.000000,16.000000,1.200000,0.084480,0.107520,"F","Repaid"
"REF00000273","Kevin","Peter","Martinez","","1926-04-03",1975-01-09,"M","28 Apple Crescent","PZYVille","United States","PZ 8408","0 3240","k.martinez@Kevin","",320194,194,772134,317451,958872,12.000000,4.000000,26.000000,10.400000,0.930176,1.773824,"F","Repaid"
"REF00000274","Evelyn","Judy","Reed","","1928-08-03",1971-11-28,"F","6 Carthouse Court","PZYVille","United States","PZ 6982","0 9745","","",429886,9886,210891,626932,365625,12.000000,3.000000,38.000000,21.000000,0.694260,7.285740,"F","Repaid"
"REF00000275","Phillip","Steven","White","","1968-10-18",,"M","40 Astra Drive","ABWQ City","United States","AB 3558","0 9715","p.white@www.eeyhkekv.net","www.eeyhkekv.net",542110,2110,462375,224051,813354,8.000000,0.000000,38.000000,7.200000,0.774288,1.961712,"F","Repaid"
"REF00000276","Joyce","Robin","Cox","","1970-08-17",2010-04-25,"F","19 Park Close","QXYTown","United States","QX 3688","0 2912","joyce_cox@www.mmqqxxtoc.org","www.mmqqxxtoc.org",563699,3699,736026,313944,740559,2.000000,15.000000,20.000000,10.300000,0.376980,1.683020,"F","Default"
"REF00000277","Nicole","Virginia","Barnes","","1934-03-04",1975-07-04,"F","77 Apple Crescent","YAZC City","United States","YA 4317","0 4122","","",589518,9518,806651,955225,367974,22.000000,24.000000,24.000000,13.600000,1.576512,1.687488,"F","Default"
"REF00000278","Jason","Martin","Wood","","1983-08-04",,"M","98 Viking Court","QXYTown","United States","QX 4747","0 2720","j.wood@www.edopjgcn.com","www.edopjgcn.com",638626,8626,850052,252021,370445,4.000000,17.000000,36.000000,2.400000,0.273024,0.590976,"F","Repaid"
"REF00000279","Fred","Philip","Jones","Sr","1992-06-19",,"M","4 Lombard Avenue","QXYTown","United States","QX 5567","0 3090","f.jones@www.elqyzgaa.net","www.elqyzgaa.net",250971,971,570541,200796,864152,4.000000,14.000000,17.000000,3.700000,0.446590,0.182410,"F","Default"
"REF00000280","Bobby","James","Washington","","1953-05-08",1998-12-07,"M","83 Hastings Drive","PWMSA City","United States","PW 8147","0 9264","","",355075,5075,720595,360111,956306,8.000000,4.000000,38.000000,8.900000,1.897302,1.484698,"F","Repaid"
"REF00000281","Mark","Keith","Bailey","","1929-10-02",1969-03-19,"M","75 Apple Crescent","PWMSA City","United States","PW 5162","0 9879","","",395875,5875,196243,930981,618426,11.000000,5.000000,28.000000,4.800000,0.345408,0.998592,"F","Default"
"REF00000282","Samuel","Paul","King","","1992-08-06",,"M","23 Oak Road","ANEZ City","United States","AN 8775","0 3050","s.king@www.nuyhklod.com","www.nuyhklod.com",212981,2981,640260,923911,533594,3.000000,4.000000,39.000000,24.700000,4.373382,5.259618,"F","Default"
"REF00000283","Antonio","Aaron","Morris","","1985-11-09",,"M","71 Yockley Avenue","YAZC City","United States","YA 2034","0 4655","a.morris@www.obyhklqn.org","www.obyhklqn.org",954083,4083,735391,335172,147868,3.000000,10.000000,41.000000,12.600000,0.134316,5.031684,"F","Repaid"
"REF00000284","Nicole","Nancy","Morris","","1938-10-04",1980-06-21,"F","26 Springburn Lane","PWMSA City","United States","PW 5727","0 6029","","",738107,8107,620457,673104,983538,0.000000,7.000000,25.000000,10.400000,0.569400,2.030600,"F","Repaid"
"REF00000285","Cynthia","Martha","Scott","","1968-05-19",2008-02-19,"F","6 Juniper Way","UWNZ Falls","United States","UW 7625","0 3748","cynthia_scott@www.jbuxqljm.org","www.jbuxqljm.org",788328,8328,304375,677208,710674,1.000000,3.000000,25.000000,13.900000,1.070300,2.404700,"F","Repaid"
"REF00000286","Donald","Brian","Rodriguez","","1995-12-23",,"M","78 West Crescent","ABWQ City","United States","AB 6870","0 7319","d.rodriguez@www.rtyhkvyx.net","www.rtyhkvyx.net",854878,4878,395919,828214,349673,4.000000,9.000000,30.000000,7.600000,0.649800,1.630200,"F","Repaid"
"REF00000287","Brian","Joseph","Taylor","","1964-01-16",2007-01-12,"M","86 Viking Drive","UWNZ Falls","United States","UW 7043","0 2035","brian_taylor@www.nvkzzzfh.org","www.nvkzzzfh.org",353277,3277,955593,857725,513931,1.000000,8.000000,32.000000,6.000000,0.927360,0.992640,"F","Repaid"
"REF00000288","Jennifer","Alice","Scott","","1978-09-15",,"F","44 Wallsend Road","LLKJVille","United States","LL 3310","0 7932","j.scott@www.rflykrle.com","www.rflykrle.com",990541,541,748298,514166,690781,17.000000,6.000000,22.000000,22.700000,1.208548,3.785452,"F","Default"
"REF00000289","Andrew","Martin","Clark","","1930-12-03",1975-11-09,"M","41 Fir Lane","UWNZ Falls","United States","UW 4238","0 5893","","",749312,9312,153066,915602,469239,15.000000,1.000000,36.000000,3.400000,0.178704,1.045296,"F","Repaid"
"REF00000290","Terry","Todd","Thomas","","1968-10-25",2010-07-09,"M","75 Apple Avenue","LLKJVille","United States","LL 2761","0 2450","t.thomas@www.qulykyrb.net","www.qulykyrb.net",870739,739,525212,431446,506854,0.000000,6.000000,36.000000,6.100000,0.709308,1.486692,"F","Repaid"
"REF00000291","Amanda","Janet","Baker","","1932-09-18",1978-07-06,"F","92 Zebra Lane","YAZC City","United States","YA 9481","0 6223","","",464818,4818,473286,757979,428884,16.000000,6.000000,34.000000,4.400000,0.261800,1.234200,"F","Repaid"
"REF00000292","Lori","Betty","Wood","","1941-05-01",1983-04-20,"F","43 Hastings Way","PWMSA City","United States","PW 9817","0 4768","","",237970,7970,605819,721485,201815,0.000000,2.000000,32.000000,5.500000,0.496320,1.263680,"F","Repaid"
"REF00000293","Paul","Juan","Robinson","","1963-08-25",,"M","84 Banburgh Lane","LLKJVille","United States","LL 4935","0 7835","p.robinson@www.vyqyzaat.net","www.vyqyzaat.net",656099,6099,879732,670222,781365,4.000000,4.000000,159.000000,2.800000,1.068480,3.383520,"F","Repaid"
"REF00000294","Kimberly","Christina","Mitchell","","1966-02-09",2006-08-16,"F","72 Loop Lane","HWAZ Rapids","United States","HW 1525","0 3228","k.mitchell@www.jwoazpgoa.net","www.jwoazpgoa.net",254629,4629,608837,880828,749899,13.000000,23.000000,21.000000,2.600000,0.099372,0.446628,"F","Repaid"
"REF00000295","Kathryn","Dorothy","Carter","","1973-02-11",2007-01-26,"F","63 Humber Road","HWAZ Rapids","United States","HW 4589","0 4789","k.carter@www.gusiapxg.org","www.gusiapxg.org",461001,1001,523879,931571,408347,0.000000,2.000000,49.000000,9.800000,3.236548,1.565452,"F","Default"
"REF00000296","Marie","Diane","Perry","","1960-09-28",2008-09-18,"F","41 Fir Road","PZYVille","United States","PZ 7210","0 8862","m.perry@www.ghlykelg.net","www.ghlykelg.net",529330,9330,445250,303003,355767,12.000000,11.000000,52.000000,5.400000,0.932256,1.875744,"F","Repaid"
"REF00000297","Teresa","Marie","Howard","","1985-07-03",,"F","85 Ridge Road","KSAATown","United States","KS 8677","0 6388","teresa_howard@www.yrlykoop.org","www.yrlykoop.org",886367,6367,990046,344757,943135,2.000000,0.000000,17.000000,9.000000,0.469710,1.060290,"F","Repaid"
"REF00000298","John","Eugene","Perez","","1942-04-17",1986-09-17,"M","82 Dane Crescent","QXYTown","United States","QX 2819","0 4161","","",446567,6567,964438,568684,784821,16.000000,25.000000,20.000000,17.100000,2.048580,1.371420,"F","Repaid"
"REF00000299","Laura","Mary","Morris","","1976-03-15",,"F","47 Barn Drive","PWMSA City","United States","PW 8612","0 3342","l.morris@www.ztqyzsye.org","www.ztqyzsye.org",488318,8318,434789,713023,241642,13.000000,3.000000,27.000000,5.000000,0.549450,0.800550,"F","Default"
"REF00000300","Aaron","Steven","Brooks","","1950-08-25",1993-05-12,"M","72 Ridge Crescent","UWNZ Falls","United States","UW 1962","0 5934","","",542245,2245,596571,375908,382222,12.000000,12.000000,56.000000,1.900000,0.542640,0.521360,"F","Repaid"
"REF00000301","Patricia","Jessica","Reed","","1977-11-27",,"F","17 Springburn Avenue","PZYVille","United States","PZ 7613","0 9589","patricia_reed@www.dbqqxxviv.net","www.dbqqxxviv.net",775520,5520,179884,195572,956359,18.000000,6.000000,129.000000,25.300000,20.561310,12.075690,"F","Default"
"REF00000302","Donna","Alice","Bell","","1954-07-01",1998-03-22,"F","25 Dumble Avenue","QXYTown","United States","QX 4372","0 7845","","",961003,1003,164359,313397,410186,2.000000,0.000000,54.000000,9.600000,0.622080,4.561920,"F","Repaid"
"REF00000303","Evelyn","Jean","Martinez","","1960-10-16",2009-01-05,"F","35 South Lane","HWAZ Rapids","United States","HW 3805","0 9622","e.martinez@www.ugpqdlcs.net","www.ugpqdlcs.net",134904,4904,464345,132232,462902,10.000000,1.000000,81.000000,5.500000,1.505790,2.949210,"F","Repaid"
"REF00000304","Angela","Lori","Hernandez","II","1944-04-04",1990-12-17,"F","93 Treehill Way","ABWQ City","United States","AB 3206","0 9196","","",615165,5165,525789,762350,183377,3.000000,1.000000,21.000000,5.200000,0.108108,0.983892,"F","Repaid"
"REF00000305","Frank","Bruce","Wilson","","1955-08-15",1995-04-22,"M","51 Park Court","LLKJVille","United States","LL 2406","0 1026","","",717625,7625,229796,640440,293090,19.000000,9.000000,75.000000,6.300000,2.206575,2.518425,"F","Repaid"
"REF00000306","Dennis","Richard","Butler","I","1953-03-16",1994-12-19,"M","3 Panner Crescent","YAZC City","United States","YA 4144","0 2865","","",772691,2691,172065,337490,644187,2.000000,5.000000,18.000000,1.200000,0.065880,0.150120,"F","Repaid"
"REF00000307","John","Albert","Brooks","","1929-01-05",1969-03-08,"M","72 South Road","PZYVille","United States","PZ 9135","0 3442","","",101066,1066,377341,950163,727805,4.000000,3.000000,44.000000,14.700000,0.446292,6.021708,"F","Repaid"
"REF00000308","Jessica","Paula","Wright","","1928-11-24",1969-04-01,"F","50 Humber Drive","KSAATown","United States","KS 3326","0 5149","","",868446,8446,255241,614050,808293,18.000000,19.000000,57.000000,19.400000,1.559178,9.498822,"F","Repaid"
"REF00000309","Kathryn","Donna","Griffin","","1980-02-01",,"F","6 Astra Way","ABWQ City","United States","AB 7283","0 6953","k.griffin@www.bqpqdiqh.net","www.bqpqdiqh.net",824150,4150,307340,291772,659135,9.000000,16.000000,25.000000,7.100000,1.306400,0.468600,"F","Repaid"
"REF00000310","Lillian","Lois","Garcia","","1951-08-16",1994-09-11,"F","79 Hadden Drive","LLKJVille","United States","LL 1856","0 8839","","",478343,8343,448097,662783,522864,14.000000,3.000000,25.000000,10.100000,1.060500,1.464500,"F","Repaid"
"REF00000311","Tammy","Marie","Flores","","1943-03-04",1983-06-05,"F","50 Hadden Way","PWMSA City","United States","PW 8456","0 8349","","",166066,6066,939548,176383,557244,25.000000,21.000000,60.000000,27.100000,9.593400,6.666600,"F","Default"
"REF00000312","Deborah","Julie","Lewis","","1996-05-21",,"F","57 Aadrvark Drive","HWAZ Rapids","United States","HW 1213","0 8723","deborah_lewis@www.gwsiaryi.net","www.gwsiaryi.net",331408,1408,883501,927828,781599,0.000000,1.000000,54.000000,12.100000,4.593402,1.940598,"F","Repaid"
"REF00000313","Ernest","Jonathan","Bennett","","1981-10-21",,"M","71 Viking Way","YAZC City","United States","YA 3369","0 3604","e.bennett@www.ytoazpggs.net","www.ytoazpggs.net",721767,1767,611083,512071,375561,13.000000,1.000000,14.000000,14.400000,0.586656,1.429344,"F","Default"
"REF00000314","Annie","Nicole","Brooks","","1949-12-12",1989-03-20,"F","7 Loop Lane","ANEZ City","United States","AN 6249","0 8469","","",283414,3414,914566,885315,253145,6.000000,1.000000,31.000000,11.600000,1.024860,2.571140,"F","Repaid"
"REF00000315","Willie","David","Howard","","1949-05-23",,"M","30 Zebra Close","UWNZ Falls","United States","UW 8838","0 9119","willie_howard@www.cgpqdvfk.net","www.cgpqdvfk.net",724964,4964,989513,221670,885910,13.000000,7.000000,29.000000,11.100000,1.065489,2.153511,"F","Repaid"
